,Names,Sizes,Names,Sizes,Diff,% Diff
226,rrfs.t05z.gpsro.tm00.bufr_d.nr,1863912,rrfs.t05z.gpsro.tm00.bufr_d.nr,1863912,0,0.0
227,rrfs.t12z.gmi1cr.tm00.bufr_d,6935736,rrfs.t12z.gmi1cr.tm00.bufr_d,6935736,0,0.0
228,rrfs.t19z.cqc_stnlst.tm00,5688,rrfs.t19z.cqc_stnlst.tm00,5688,0,0.0
229,rrfs.t17z.msonet.tm00.bufr_d,26178832,rrfs.t17z.msonet.tm00.bufr_d,26178832,0,0.0
230,rrfs.t15z.1bmhs.tm00.bufr_d,2047952,rrfs.t15z.1bmhs.tm00.bufr_d,2047952,0,0.0
231,rrfs.t12z.imssnow.grib2,9816830,rrfs.t12z.imssnow.grib2,9816830,0,0.0
232,rrfs.t07z.1bamua.tm00.bufr_d,1329944,rrfs.t07z.1bamua.tm00.bufr_d,1329944,0,0.0
233,rrfs.t02z.ssmisu.tm00.bufr_d,3864880,rrfs.t02z.ssmisu.tm00.bufr_d,3864880,0,0.0
234,rrfs.t00z.prepbufr.acft_profiles_sfc.tm00,2011360,rrfs.t00z.prepbufr.acft_profiles_sfc.tm00,2011360,0,0.0
235,rrfs.t19z.status.tm00.bufr_d,50057,rrfs.t19z.status.tm00.bufr_d,50057,0,0.0
236,where_t12z_rrfs_prep_ran,42,where_t12z_rrfs_prep_ran,42,0,0.0
237,rrfs.t05z.lghtng.tm00.bufr_d,2940080,rrfs.t05z.lghtng.tm00.bufr_d,2940080,0,0.0
238,rrfs.t03z.aircar_status_flag.tm00.bufr_d,62,rrfs.t03z.aircar_status_flag.tm00.bufr_d,62,0,0.0
239,rrfs.t22z.msonet.tm00.bufr_d.nr,35688,rrfs.t22z.msonet.tm00.bufr_d.nr,35688,0,0.0
240,rrfs.t08z.vadwnd.tm00.bufr_d.listing,6041385,rrfs.t08z.vadwnd.tm00.bufr_d.listing,6041385,0,0.0
241,rrfs.t03z.cqc_stncnt.tm00,528,rrfs.t03z.cqc_stncnt.tm00,528,0,0.0
242,rrfs.t18z.gsrasr.tm00.bufr_d,62094872,rrfs.t18z.gsrasr.tm00.bufr_d,62094872,0,0.0
243,rrfs.t20z.acqc_lst.tm00,202839,rrfs.t20z.acqc_lst.tm00,202839,0,0.0
244,rrfs.t06z.cqc_stncnt.tm00,528,rrfs.t06z.cqc_stncnt.tm00,528,0,0.0
245,rrfs.t06z.msonet.tm00.bufr_d.nr,35688,rrfs.t06z.msonet.tm00.bufr_d.nr,35688,0,0.0
246,rrfs.t21z.rassda.tm00.bufr_d.listing,21189,rrfs.t21z.rassda.tm00.bufr_d.listing,21189,0,0.0
247,rrfs.t15z.prepbufr.tm00.nr,4738544,rrfs.t15z.prepbufr.tm00.nr,4738544,0,0.0
248,rrfs.t03z.prepbufr.acft_profiles.tm00,2044936,rrfs.t03z.prepbufr.acft_profiles.tm00,2044936,0,0.0
249,rrfs.t23z.esatms.tm00.bufr_d,4366000,rrfs.t23z.esatms.tm00.bufr_d,4366000,0,0.0
250,rrfs.t14z.aircar_status_flag.tm00.bufr_d,62,rrfs.t14z.aircar_status_flag.tm00.bufr_d,62,0,0.0
251,rrfs.t02z.airsev.tm00.bufr_d,0,rrfs.t02z.airsev.tm00.bufr_d,0,0,
252,rrfs.t11z.adpsfc.tm00.bufr_d,1648872,rrfs.t11z.adpsfc.tm00.bufr_d,1648872,0,0.0
253,rrfs.t14z.aircar.tm00.bufr_d.listing,16487341,rrfs.t14z.aircar.tm00.bufr_d.listing,16487341,0,0.0
254,rrfs.t14z.adpupa.tm00.bufr_d,57352,rrfs.t14z.adpupa.tm00.bufr_d,57352,0,0.0
255,rrfs.t16z.sfcshp.tm00.bufr_d.nr,760992,rrfs.t16z.sfcshp.tm00.bufr_d.nr,760992,0,0.0
256,rrfs.t08z.prepbufr_pre-qc.tm00.nr,8197512,rrfs.t08z.prepbufr_pre-qc.tm00.nr,8197512,0,0.0
257,rrfs.t23z.sfcshp.tm00.bufr_d,769920,rrfs.t23z.sfcshp.tm00.bufr_d,769920,0,0.0
258,rrfs.t00z.satwnd.tm00.bufr_d.listing,30047869,rrfs.t00z.satwnd.tm00.bufr_d.listing,30047869,0,0.0
259,rrfs.t21z.prepbufr.tm00,43031792,rrfs.t21z.prepbufr.tm00,43031792,0,0.0
260,rrfs.t05z.wndtwr.tm00.bufr_d,0,rrfs.t05z.wndtwr.tm00.bufr_d,0,0,
261,rrfs.t09z.proflr.tm00.bufr_d.listing,360298,rrfs.t09z.proflr.tm00.bufr_d.listing,360298,0,0.0
262,rrfs.t01z.acqc_spk.tm00,3450,rrfs.t01z.acqc_spk.tm00,3450,0,0.0
263,obsproc_version_for_t14z_rrfs_prep_post_run,24,obsproc_version_for_t14z_rrfs_prep_post_run,24,0,0.0
264,rrfs.t07z.iasidb.tm00.bufr_d,72736088,rrfs.t07z.iasidb.tm00.bufr_d,72736088,0,0.0
265,rrfs.t01z.acqc_log.tm00,23111014,rrfs.t01z.acqc_log.tm00,23111014,0,0.0
266,rrfs.t13z.msonet.tm00.bufr_d,26147040,rrfs.t13z.msonet.tm00.bufr_d,26147040,0,0.0
267,rrfs.t23z.gsrasr.tm00.bufr_d,62895328,rrfs.t23z.gsrasr.tm00.bufr_d,62895328,0,0.0
268,rrfs.t05z.acqc_merged.prof_sorted.tm00,4252336,rrfs.t05z.acqc_merged.prof_sorted.tm00,4252336,0,0.0
269,rrfs.t10z.acqc_lst.tm00,197069,rrfs.t10z.acqc_lst.tm00,197069,0,0.0
270,rrfs.t02z.acqc_inc.tm00,196888,rrfs.t02z.acqc_inc.tm00,196888,0,0.0
271,rrfs.t23z.cqc_sdm.tm00,0,rrfs.t23z.cqc_sdm.tm00,0,0,
272,rrfs.t10z.adpsfc.tm00.bufr_d,1606064,rrfs.t10z.adpsfc.tm00.bufr_d,1606064,0,0.0
273,rrfs.t01z.msonet.tm00.bufr_d,25955664,rrfs.t01z.msonet.tm00.bufr_d,25955664,0,0.0
274,rrfs.t17z.msonet.tm00.bufr_d.nr,35688,rrfs.t17z.msonet.tm00.bufr_d.nr,35688,0,0.0
275,rrfs.t11z.acqc_merged_sorted.tm00,4841402,rrfs.t11z.acqc_merged_sorted.tm00,4841402,0,0.0
276,rrfs.t20z.gsrcsr.tm00.bufr_d,20572984,rrfs.t20z.gsrcsr.tm00.bufr_d,20572984,0,0.0
277,rrfs.t13z.acqc_merged_sorted.tm00,6352352,rrfs.t13z.acqc_merged_sorted.tm00,6352352,0,0.0
278,rrfs.t04z.acqc_inc.tm00,170023,rrfs.t04z.acqc_inc.tm00,170023,0,0.0
279,rrfs.t18z.aircar_status_flag.tm00.bufr_d,62,rrfs.t18z.aircar_status_flag.tm00.bufr_d,62,0,0.0
280,rrfs.t13z.cqc_events.tm00,1420,rrfs.t13z.cqc_events.tm00,1420,0,0.0
281,rrfs.t20z.atms.tm00.bufr_d,17324784,rrfs.t20z.atms.tm00.bufr_d,17324784,0,0.0
282,rrfs.t03z.lghtng.tm00.bufr_d.nr,7112,rrfs.t03z.lghtng.tm00.bufr_d.nr,7112,0,0.0
283,rrfs.t22z.esamua.tm00.bufr_d,1087856,rrfs.t22z.esamua.tm00.bufr_d,1087856,0,0.0
284,rrfs.t05z.cqc_events.tm00,0,rrfs.t05z.cqc_events.tm00,0,0,
285,rrfs.t02z.saldrn.tm00.bufr_d,52696,rrfs.t02z.saldrn.tm00.bufr_d,52696,0,0.0
286,rrfs.t23z.saldrn.tm00.bufr_d,69256,rrfs.t23z.saldrn.tm00.bufr_d,69256,0,0.0
287,rrfs.t12z.rassda.tm00.bufr_d,34880,rrfs.t12z.rassda.tm00.bufr_d,34880,0,0.0
288,rrfs.t19z.saphir.tm00.bufr_d.nr,0,rrfs.t19z.saphir.tm00.bufr_d.nr,0,0,
289,rrfs.t04z.adpsfc.tm00.bufr_d,1601656,rrfs.t04z.adpsfc.tm00.bufr_d,1601656,0,0.0
290,rrfs.t05z.ssmisu.tm00.bufr_d,8800832,rrfs.t05z.ssmisu.tm00.bufr_d,8800832,0,0.0
291,rrfs.t19z.gsrcsr.tm00.bufr_d,22396272,rrfs.t19z.gsrcsr.tm00.bufr_d,22396272,0,0.0
292,rrfs.t05z.acqc_spk.tm00,3450,rrfs.t05z.acqc_spk.tm00,3450,0,0.0
293,rrfs.t14z.msonet.tm00.bufr_d.listing,57862794,rrfs.t14z.msonet.tm00.bufr_d.listing,57862794,0,0.0
294,rrfs.t06z.acqc_inc.tm00,120671,rrfs.t06z.acqc_inc.tm00,120671,0,0.0
295,where_t16z_rrfs_dump_post_ran,45,where_t16z_rrfs_dump_post_ran,45,0,0.0
296,rrfs.t17z.prepbufr.acft_profiles_sfc.tm00,1503464,rrfs.t17z.prepbufr.acft_profiles_sfc.tm00,1503464,0,0.0
297,rrfs.t01z.1bamua.tm00.bufr_d,1315536,rrfs.t01z.1bamua.tm00.bufr_d,1315536,0,0.0
298,rrfs.t14z.msonet.tm00.bufr_d,26173216,rrfs.t14z.msonet.tm00.bufr_d,26173216,0,0.0
299,rrfs.t22z.crisf4.tm00.bufr_d,109121328,rrfs.t22z.crisf4.tm00.bufr_d,109121328,0,0.0
300,obsproc_version_for_t03z_rrfs_prep_post_run,24,obsproc_version_for_t03z_rrfs_prep_post_run,24,0,0.0
301,rrfs.t02z.acqc_spk.tm00,6435,rrfs.t02z.acqc_spk.tm00,6435,0,0.0
302,rrfs.t23z.aircft.tm00.bufr_d.nr,446400,rrfs.t23z.aircft.tm00.bufr_d.nr,446400,0,0.0
303,rrfs.t19z.msonet.tm00.bufr_d.listing,57869869,rrfs.t19z.msonet.tm00.bufr_d.listing,57869869,0,0.0
304,rrfs.t22z.proflr.tm00.bufr_d,59752,rrfs.t22z.proflr.tm00.bufr_d,59752,0,0.0
305,rrfs.t17z.prepbufr.tm00.nr,5250024,rrfs.t17z.prepbufr.tm00.nr,5250024,0,0.0
306,rrfs.t09z.acqc_merged_sorted.tm00,2994032,rrfs.t09z.acqc_merged_sorted.tm00,2994032,0,0.0
307,rrfs.t12z.nexrad.tm00.bufr_d,784041704,rrfs.t12z.nexrad.tm00.bufr_d,784041704,0,0.0
308,rrfs.t02z.sfcshp.tm00.bufr_d,782536,rrfs.t02z.sfcshp.tm00.bufr_d,782536,0,0.0
309,rrfs.t20z.crisf4.tm00.bufr_d,136461288,rrfs.t20z.crisf4.tm00.bufr_d,136461288,0,0.0
310,rrfs.t08z.aircar.tm00.bufr_d,3457048,rrfs.t08z.aircar.tm00.bufr_d,3457048,0,0.0
311,rrfs.t23z.sfcshp.tm00.bufr_d.listing,1347265,rrfs.t23z.sfcshp.tm00.bufr_d.listing,1347265,0,0.0
312,rrfs.t06z.proflr.tm00.bufr_d,60472,rrfs.t06z.proflr.tm00.bufr_d,60472,0,0.0
313,rrfs.t22z.acqc_lst.tm00,192094,rrfs.t22z.acqc_lst.tm00,192094,0,0.0
314,rrfs.t03z.cqc_sdm.tm00,0,rrfs.t03z.cqc_sdm.tm00,0,0,
315,rrfs.t17z.prepbufr.acft_profiles.tm00,2250128,rrfs.t17z.prepbufr.acft_profiles.tm00,2250128,0,0.0
316,rrfs.t20z.adpsfc.tm00.bufr_d.nr,1552232,rrfs.t20z.adpsfc.tm00.bufr_d.nr,1552232,0,0.0
317,rrfs.t15z.nexrad.tm00.bufr_d,385069816,rrfs.t15z.nexrad.tm00.bufr_d,385069816,0,0.0
318,rrfs.t20z.gpsipw.tm00.bufr_d.listing,544943,rrfs.t20z.gpsipw.tm00.bufr_d.listing,544943,0,0.0
319,rrfs.t06z.cqcvad.birdqc.tm00,21844,rrfs.t06z.cqcvad.birdqc.tm00,21844,0,0.0
320,rrfs.t06z.lghtng.tm00.bufr_d.nr,7112,rrfs.t06z.lghtng.tm00.bufr_d.nr,7112,0,0.0
321,rrfs.t14z.eshrs3.tm00.bufr_d,1448560,rrfs.t14z.eshrs3.tm00.bufr_d,1448560,0,0.0
322,rrfs.t03z.ascatw.tm00.bufr_d,277552,rrfs.t03z.ascatw.tm00.bufr_d,277552,0,0.0
323,rrfs.t20z.lghtng.tm00.bufr_d.nr,7112,rrfs.t20z.lghtng.tm00.bufr_d.nr,7112,0,0.0
324,rrfs.t09z.msone1.tm00.bufr_d,5992720,rrfs.t09z.msone1.tm00.bufr_d,5992720,0,0.0
325,rrfs.t15z.sfcshp.tm00.bufr_d.nr,697512,rrfs.t15z.sfcshp.tm00.bufr_d.nr,697512,0,0.0
326,rrfs.t16z.gsrcsr.tm00.bufr_d,19283888,rrfs.t16z.gsrcsr.tm00.bufr_d,19283888,0,0.0
327,rrfs.t22z.sgesprep.tm00,6907055082,rrfs.t22z.sgesprep.tm00,6907055082,0,0.0
328,rrfs.t13z.cqc_stncnt.tm00,528,rrfs.t13z.cqc_stncnt.tm00,528,0,0.0
329,rrfs.t14z.gpsipw.tm00.bufr_d.listing,518105,rrfs.t14z.gpsipw.tm00.bufr_d.listing,518105,0,0.0
330,rrfs.t13z.snocvr.tm00.bufr_d,1033024,rrfs.t13z.snocvr.tm00.bufr_d,1033024,0,0.0
331,rrfs.t07z.sevcsr.tm00.bufr_d,0,rrfs.t07z.sevcsr.tm00.bufr_d,0,0,
332,where_t15z_rrfs_prep_ran,42,where_t15z_rrfs_prep_ran,42,0,0.0
333,rrfs.t09z.subpfl.tm00.bufr_d,72336,rrfs.t09z.subpfl.tm00.bufr_d,72336,0,0.0
334,rrfs.t04z.sfcshp.tm00.bufr_d.nr,768688,rrfs.t04z.sfcshp.tm00.bufr_d.nr,768688,0,0.0
335,rrfs.t19z.adpupa.tm00.bufr_d.listing,31519,rrfs.t19z.adpupa.tm00.bufr_d.listing,31519,0,0.0
336,rrfs.t19z.sfcshp.tm00.bufr_d,773192,rrfs.t19z.sfcshp.tm00.bufr_d,773192,0,0.0
337,rrfs.t13z.rassda.tm00.bufr_d.listing,17827,rrfs.t13z.rassda.tm00.bufr_d.listing,17827,0,0.0
338,rrfs.t01z.cqc_sdm.tm00,1132118,rrfs.t01z.cqc_sdm.tm00,1132118,0,0.0
339,rrfs.t02z.1bhrs4.tm00.bufr_d,580720,rrfs.t02z.1bhrs4.tm00.bufr_d,580720,0,0.0
340,rrfs.t11z.ssmisu.tm00.bufr_d,0,rrfs.t11z.ssmisu.tm00.bufr_d,0,0,
341,rrfs.t05z.ascatt.tm00.bufr_d,1652184,rrfs.t05z.ascatt.tm00.bufr_d,1652184,0,0.0
342,rrfs.t22z.snocvr.tm00.bufr_d,1033024,rrfs.t22z.snocvr.tm00.bufr_d,1033024,0,0.0
343,rrfs.t05z.1bmhs.tm00.bufr_d,3561984,rrfs.t05z.1bmhs.tm00.bufr_d,3561984,0,0.0
344,rrfs.t07z.airsev.tm00.bufr_d,0,rrfs.t07z.airsev.tm00.bufr_d,0,0,
345,rrfs.t11z.esamua.tm00.bufr_d,452048,rrfs.t11z.esamua.tm00.bufr_d,452048,0,0.0
346,rrfs.t04z.atms.tm00.bufr_d,16235576,rrfs.t04z.atms.tm00.bufr_d,16235576,0,0.0
347,rrfs.t08z.adpsfc.tm00.bufr_d.nr,1550656,rrfs.t08z.adpsfc.tm00.bufr_d.nr,1550656,0,0.0
348,rrfs.t16z.ascatw.tm00.bufr_d.listing,1068826,rrfs.t16z.ascatw.tm00.bufr_d.listing,1068826,0,0.0
349,rrfs.t11z.gpsipw.tm00.bufr_d.nr,715928,rrfs.t11z.gpsipw.tm00.bufr_d.nr,715928,0,0.0
350,rrfs.t09z.acqc_lst.tm00,194482,rrfs.t09z.acqc_lst.tm00,194482,0,0.0
351,rrfs.t20z.msonet.tm00.bufr_d,26249600,rrfs.t20z.msonet.tm00.bufr_d,26249600,0,0.0
352,rrfs.t14z.satwnd.tm00.bufr_d.listing,15726004,rrfs.t14z.satwnd.tm00.bufr_d.listing,15726004,0,0.0
353,rrfs.t17z.acqc_sus.tm00,351694,rrfs.t17z.acqc_sus.tm00,351694,0,0.0
354,rrfs.t14z.amsr2.tm00.bufr_d,31026360,rrfs.t14z.amsr2.tm00.bufr_d,31026360,0,0.0
355,rrfs.t18z.lghtng.tm00.bufr_d.nr,7112,rrfs.t18z.lghtng.tm00.bufr_d.nr,7112,0,0.0
356,where_t11z_rrfs_prep_ran,42,where_t11z_rrfs_prep_ran,42,0,0.0
357,rrfs.t06z.rassda.tm00.bufr_d,32848,rrfs.t06z.rassda.tm00.bufr_d,32848,0,0.0
358,rrfs.t05z.sfcshp.tm00.bufr_d,780592,rrfs.t05z.sfcshp.tm00.bufr_d,780592,0,0.0
359,rrfs.t14z.vadwnd.tm00.bufr_d,408784,rrfs.t14z.vadwnd.tm00.bufr_d,408784,0,0.0
360,obsproc_version_for_t20z_rrfs_prep_run,24,obsproc_version_for_t20z_rrfs_prep_run,24,0,0.0
361,rrfs.t06z.gpsro.tm00.bufr_d,1698512,rrfs.t06z.gpsro.tm00.bufr_d,1698512,0,0.0
362,rrfs.t05z.aircar.tm00.bufr_d.nr,22760,rrfs.t05z.aircar.tm00.bufr_d.nr,22760,0,0.0
363,obsproc_version_for_t17z_rrfs_dump_post_run,44,obsproc_version_for_t17z_rrfs_dump_post_run,44,0,0.0
364,obsproc_version_for_t14z_rrfs_prep_run,24,obsproc_version_for_t14z_rrfs_prep_run,24,0,0.0
365,rrfs.t22z.prepbufr.tm00,41440872,rrfs.t22z.prepbufr.tm00,41440872,0,0.0
366,rrfs.t13z.airsev.tm00.bufr_d,0,rrfs.t13z.airsev.tm00.bufr_d,0,0,
367,rrfs.t04z.imssnow,19958468,rrfs.t04z.imssnow,19958468,0,0.0
368,rrfs.t10z.ssmisu.tm00.bufr_d,7180408,rrfs.t10z.ssmisu.tm00.bufr_d,7180408,0,0.0
369,rrfs.t23z.ascatw.tm00.bufr_d,274352,rrfs.t23z.ascatw.tm00.bufr_d,274352,0,0.0
370,rrfs.t05z.aircft.tm00.bufr_d,2553696,rrfs.t05z.aircft.tm00.bufr_d,2553696,0,0.0
371,rrfs.t14z.satwnd.tm00.bufr_d,10703808,rrfs.t14z.satwnd.tm00.bufr_d,10703808,0,0.0
372,rrfs.t12z.sfcshp.tm00.bufr_d,1348712,rrfs.t12z.sfcshp.tm00.bufr_d,1348712,0,0.0
373,rrfs.t17z.cqc_stnlst.tm00,1422,rrfs.t17z.cqc_stnlst.tm00,1422,0,0.0
374,rrfs.t18z.osbuv8.tm00.bufr_d,0,rrfs.t18z.osbuv8.tm00.bufr_d,0,0,
375,obsproc_version_for_t00z_rrfs_dump_post_run,44,obsproc_version_for_t00z_rrfs_dump_post_run,44,0,0.0
376,obsproc_version_for_t18z_rrfs_prep_run,24,obsproc_version_for_t18z_rrfs_prep_run,24,0,0.0
377,rrfs.t19z.adpupa.tm00.bufr_d,69600,rrfs.t19z.adpupa.tm00.bufr_d,69600,0,0.0
378,rrfs.t18z.msonet.tm00.bufr_d.nr,35688,rrfs.t18z.msonet.tm00.bufr_d.nr,35688,0,0.0
379,rrfs.t02z.adpupa.tm00.bufr_d,54112,rrfs.t02z.adpupa.tm00.bufr_d,54112,0,0.0
380,rrfs.t09z.1bhrs4.tm00.bufr_d,716392,rrfs.t09z.1bhrs4.tm00.bufr_d,716392,0,0.0
381,rrfs.t10z.vadwnd.tm00.bufr_d.listing,5607709,rrfs.t10z.vadwnd.tm00.bufr_d.listing,5607709,0,0.0
382,rrfs.t14z.prepbufr.tm00.nr,5581232,rrfs.t14z.prepbufr.tm00.nr,5581232,0,0.0
383,rrfs.t08z.cqc_sdm.tm00,10766,rrfs.t08z.cqc_sdm.tm00,10766,0,0.0
384,rrfs.t19z.1bhrs4.tm00.bufr_d,1184384,rrfs.t19z.1bhrs4.tm00.bufr_d,1184384,0,0.0
385,rrfs.t04z.esamua.tm00.bufr_d,982056,rrfs.t04z.esamua.tm00.bufr_d,982056,0,0.0
386,rrfs.t23z.gpsipw.tm00.bufr_d.nr,610632,rrfs.t23z.gpsipw.tm00.bufr_d.nr,610632,0,0.0
387,rrfs.t21z.gpsro.tm00.bufr_d,1861800,rrfs.t21z.gpsro.tm00.bufr_d,1861800,0,0.0
388,rrfs.t11z.ascatw.tm00.bufr_d.listing,1073370,rrfs.t11z.ascatw.tm00.bufr_d.listing,1073370,0,0.0
389,rrfs.t09z.status.tm00.bufr_d,50188,rrfs.t09z.status.tm00.bufr_d,50188,0,0.0
390,rrfs.t18z.aircar.tm00.bufr_d.listing,21870773,rrfs.t18z.aircar.tm00.bufr_d.listing,21870773,0,0.0
391,rrfs.t17z.adpsfc.tm00.bufr_d.nr,1562368,rrfs.t17z.adpsfc.tm00.bufr_d.nr,1562368,0,0.0
392,rrfs.t17z.proflr.tm00.bufr_d,59944,rrfs.t17z.proflr.tm00.bufr_d,59944,0,0.0
393,rrfs.t18z.mtiasi.tm00.bufr_d,20602792,rrfs.t18z.mtiasi.tm00.bufr_d,20602792,0,0.0
394,rrfs.t00z.acqc_lst.tm00,272689,rrfs.t00z.acqc_lst.tm00,272689,0,0.0
395,rrfs.t04z.sfcshp.tm00.bufr_d,768688,rrfs.t04z.sfcshp.tm00.bufr_d,768688,0,0.0
396,rrfs.t04z.1bmhs.tm00.bufr_d,3928856,rrfs.t04z.1bmhs.tm00.bufr_d,3928856,0,0.0
397,rrfs.t09z.adpsfc.tm00.bufr_d.listing,3936890,rrfs.t09z.adpsfc.tm00.bufr_d.listing,3936890,0,0.0
398,rrfs.t05z.aircar.tm00.bufr_d.listing,17906918,rrfs.t05z.aircar.tm00.bufr_d.listing,17906918,0,0.0
399,rrfs.t19z.lghtng.tm00.bufr_d.nr,7112,rrfs.t19z.lghtng.tm00.bufr_d.nr,7112,0,0.0
400,rrfs.t15z.esiasi.tm00.bufr_d,76087040,rrfs.t15z.esiasi.tm00.bufr_d,76087040,0,0.0
401,rrfs.t08z.prepbufr.tm00.nr,8037288,rrfs.t08z.prepbufr.tm00.nr,8037288,0,0.0
402,where_t15z_rrfs_dump_ran,45,where_t15z_rrfs_dump_ran,45,0,0.0
403,rrfs.t17z.sgesprep_pathname.tm00,73,rrfs.t17z.sgesprep_pathname.tm00,73,0,0.0
404,rrfs.t22z.saphir.tm00.bufr_d.nr,0,rrfs.t22z.saphir.tm00.bufr_d.nr,0,0,
405,rrfs.t01z.prepbufr.acft_profiles.tm00,2258624,rrfs.t01z.prepbufr.acft_profiles.tm00,2258624,0,0.0
406,rrfs.t20z.aircar.tm00.bufr_d.listing,21434416,rrfs.t20z.aircar.tm00.bufr_d.listing,21434416,0,0.0
407,rrfs.t02z.atmsdb.tm00.bufr_d,8943320,rrfs.t02z.atmsdb.tm00.bufr_d,8943320,0,0.0
408,rrfs.t19z.gpsipw.tm00.bufr_d,114576,rrfs.t19z.gpsipw.tm00.bufr_d,114576,0,0.0
409,rrfs.t07z.acqc_sus.tm00,199061,rrfs.t07z.acqc_sus.tm00,199061,0,0.0
410,rrfs.t23z.gpsipw.tm00.bufr_d.listing,491905,rrfs.t23z.gpsipw.tm00.bufr_d.listing,491905,0,0.0
411,rrfs.t15z.wndtwr.tm00.bufr_d,0,rrfs.t15z.wndtwr.tm00.bufr_d,0,0,
412,rrfs.t15z.adpupa.tm00.bufr_d.listing,2025,rrfs.t15z.adpupa.tm00.bufr_d.listing,2025,0,0.0
413,rrfs.t01z.sfcshp.tm00.bufr_d,712064,rrfs.t01z.sfcshp.tm00.bufr_d,712064,0,0.0
414,rrfs.t18z.cqc_events.tm00,142,rrfs.t18z.cqc_events.tm00,142,0,0.0
415,rrfs.t20z.msonet.tm00.bufr_d.listing,58024465,rrfs.t20z.msonet.tm00.bufr_d.listing,58024465,0,0.0
416,rrfs.t21z.ascatt.tm00.bufr_d,1234504,rrfs.t21z.ascatt.tm00.bufr_d,1234504,0,0.0
417,rrfs.t03z.aircar.tm00.bufr_d,10436304,rrfs.t03z.aircar.tm00.bufr_d,10436304,0,0.0
418,rrfs.t21z.cqc_stncnt.tm00,528,rrfs.t21z.cqc_stncnt.tm00,528,0,0.0
419,rrfs.t00z.cqc_stnlst.tm00,506232,rrfs.t00z.cqc_stnlst.tm00,506232,0,0.0
420,rrfs.t02z.lgycld.tm00.bufr_d,59019176,rrfs.t02z.lgycld.tm00.bufr_d,59019176,0,0.0
421,rrfs.t21z.gpsipw.tm00.bufr_d.nr,708216,rrfs.t21z.gpsipw.tm00.bufr_d.nr,708216,0,0.0
422,rrfs.t11z.gmi1cr.tm00.bufr_d,7471304,rrfs.t11z.gmi1cr.tm00.bufr_d,7471304,0,0.0
423,rrfs.t20z.cqc_sdm.tm00,0,rrfs.t20z.cqc_sdm.tm00,0,0,
424,rrfs.t11z.vadwnd.tm00.bufr_d,552064,rrfs.t11z.vadwnd.tm00.bufr_d,552064,0,0.0
425,rrfs.t15z.acqc_spk.tm00,464,rrfs.t15z.acqc_spk.tm00,464,0,0.0
426,rrfs.t13z.atms.tm00.bufr_d,21976800,rrfs.t13z.atms.tm00.bufr_d,21976800,0,0.0
427,rrfs.t13z.sevcsr.tm00.bufr_d,0,rrfs.t13z.sevcsr.tm00.bufr_d,0,0,
428,rrfs.t10z.lghtng.tm00.bufr_d.nr,7112,rrfs.t10z.lghtng.tm00.bufr_d.nr,7112,0,0.0
429,rrfs.t12z.acqc_merged.prof_sorted.tm00,6231984,rrfs.t12z.acqc_merged.prof_sorted.tm00,6231984,0,0.0
430,where_t05z_rrfs_prep_ran,42,where_t05z_rrfs_prep_ran,42,0,0.0
431,rrfs.t16z.airsev.tm00.bufr_d,0,rrfs.t16z.airsev.tm00.bufr_d,0,0,
432,rrfs.t14z.acqc_stk.tm00,2281411,rrfs.t14z.acqc_stk.tm00,2281411,0,0.0
433,rrfs.t17z.sgesprep.tm00,6927752663,rrfs.t17z.sgesprep.tm00,6927752663,0,0.0
434,rrfs.t00z.vadwnd.tm00.bufr_d,704288,rrfs.t00z.vadwnd.tm00.bufr_d,704288,0,0.0
435,rrfs.t04z.sevasr.tm00.bufr_d,1397632,rrfs.t04z.sevasr.tm00.bufr_d,1397632,0,0.0
436,rrfs.t02z.amsr2.tm00.bufr_d,26467072,rrfs.t02z.amsr2.tm00.bufr_d,26467072,0,0.0
437,rrfs.t17z.sfcshp.tm00.bufr_d.nr,783128,rrfs.t17z.sfcshp.tm00.bufr_d.nr,783128,0,0.0
438,rrfs.t16z.crsfdb.tm00.bufr_d,59047448,rrfs.t16z.crsfdb.tm00.bufr_d,59047448,0,0.0
439,rrfs.t07z.sgesprep_pathname.tm00,75,rrfs.t07z.sgesprep_pathname.tm00,75,0,0.0
440,rrfs.t16z.msonet.tm00.bufr_d,26270904,rrfs.t16z.msonet.tm00.bufr_d,26270904,0,0.0
441,rrfs.t01z.sfcshp.tm00.bufr_d.nr,712064,rrfs.t01z.sfcshp.tm00.bufr_d.nr,712064,0,0.0
442,obsproc_version_for_t06z_rrfs_dump_post_run,44,obsproc_version_for_t06z_rrfs_dump_post_run,44,0,0.0
443,rrfs.t06z.sfcshp.tm00.bufr_d.nr,784264,rrfs.t06z.sfcshp.tm00.bufr_d.nr,784264,0,0.0
444,rrfs.t14z.status.tm00.bufr_d,50116,rrfs.t14z.status.tm00.bufr_d,50116,0,0.0
445,rrfs.t00z.ssmisu.tm00.bufr_d,5473648,rrfs.t00z.ssmisu.tm00.bufr_d,5473648,0,0.0
446,rrfs.t09z.acqc_sus.tm00,153489,rrfs.t09z.acqc_sus.tm00,153489,0,0.0
447,rrfs.t08z.aircar_status_flag.tm00.bufr_d,62,rrfs.t08z.aircar_status_flag.tm00.bufr_d,62,0,0.0
448,rrfs.t00z.acqc_ord.tm00,309896,rrfs.t00z.acqc_ord.tm00,309896,0,0.0
449,rrfs.t12z.msonet.tm00.bufr_d,38887536,rrfs.t12z.msonet.tm00.bufr_d,38887536,0,0.0
